Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.347166061401367,24.81705112853301,23.906230639046868,24.80591573491429,212818400
2015-01-05,23.66126823425293,24.195734868289982,23.474205846802384,24.115564788233296,257142000
2015-01-06,23.663497924804688,23.924049860493223,23.300505111079683,23.72585205994149,263188400
2015-01-07,23.99530792236328,24.09551966563191,23.761478256039847,23.872825392570537,160423600
2015-01-08,24.917272567749023,24.975173578849137,24.206876993900643,24.324906435495574,237458000
2015-01-09,24.943994522094727,25.220135039292984,24.543144014046415,25.09097190903041,214798000
2015-01-12,24.329357147216797,25.082063420306202,24.229145371757376,25.075382861811978,198603200
2015-01-13,24.545364379882812,25.11991604330728,24.25363541003772,24.814824261018497,268367600
2015-01-14,24.451833724975586,24.605491629761374,24.162330468326687,24.282585588825956,195826400
2015-01-15,23.7882080078125,24.509737153556845,23.752577798886094,24.496376037587304,240056000
2015-01-16,23.603376388549805,23.95746132916237,23.427447627984513,23.83497874300196,314053200
2015-01-20,24.211326599121094,24.267000178791985,23.716944939799923,24.01535451130495,199599600
2015-01-21,24.396163940429688,24.732431147291503,24.111113777752077,24.262545986446522,194303600
2015-01-22,25.030851364135742,25.046439904463977,24.434030293103564,24.554285475217153,215185600
2015-01-23,25.15999984741211,25.331473690981166,24.837092130399302,25.00856767299084,185859200
2015-01-26,25.18672752380371,25.467322845755984,25.119920246496974,25.329251754218838,222460000
2015-01-27,24.304861068725586,25.048661076493936,24.28036455445931,25.03529826024312,382274800
2015-01-28,25.678882598876953,26.30465482030051,25.678882598876953,26.19553337551537,585908400
2015-01-29,26.47835350036621,26.54293505342104,25.73455362985777,25.90380177927654,337745600
2015-01-30,26.09086799621582,26.723319065228587,26.02183159996176,26.367008484163446,334982000
2015-02-02,26.418230056762695,26.538485209317315,25.85036048522611,26.289068625372668,250956400
2015-02-03,26.422685623168945,26.520669984265435,26.191083289537342,26.38928113003517,207662800
2015-02-04,26.62533187866211,26.83689249828683,26.346963983647584,26.389276447377085,280598800
2015-02-05,26.81536865234375,26.8802050814007,26.661102607148653,26.833253210988936,168984800
2015-02-06,26.589561462402344,26.884678026144194,26.4822455729834,26.833255438234904,174826400
2015-02-09,26.766189575195312,26.7930172733409,26.477779880030614,26.50460928390472,155559200
2015-02-10,27.28040885925293,27.309474475171598,26.86456415845133,26.866798662961507,248034000
2015-02-11,27.919824600219727,27.92876773418781,27.387720922081506,27.4480849442056,294247200
2015-02-12,28.273069381713867,28.50111502281552,28.07408935106872,28.1836397519824,297898000
2015-02-13,28.411685943603516,28.456399906471493,28.09197616248528,28.456399906471493,217088800
2015-02-17,28.57936668395996,28.81411926008152,28.375914223890828,28.503350898026657,252609600
2015-02-18,28.778348922729492,28.791762771854323,28.494409940911336,28.53465319401436,179566800
2015-02-19,28.717981338500977,28.847654224108258,28.691153641981135,28.724688262630938,149449600
2015-02-20,28.95273780822754,28.95273780822754,28.628557256372822,28.755992243424217,195793600
2015-02-23,29.735248565673828,29.735248565673828,28.988514570819557,29.069001094372926,283896400
2015-02-24,29.54967498779297,29.869386497832515,29.326101745777628,29.721827339352725,276912400
2015-02-25,28.793994903564453,29.42223854795156,28.65090817226166,29.413293708300706,298846800
2015-02-26,29.15842056274414,29.259027835041444,28.306607093059874,28.793995102234582,365150000
2015-02-27,28.72021484375,29.191954433369677,28.6710284667124,29.064516071556902,248059200
2015-03-02,28.861064910888672,29.12711757708943,28.68444357571901,28.89683744330111,192386800
2015-03-03,28.921430587768555,28.95720312012517,28.637491655804688,28.83200266833348,151265200
2015-03-04,28.738101959228516,28.966147612814165,28.688918986353976,28.86330583572629,126665200
2015-03-05,28.261890411376953,28.785050906184463,28.116567483132123,28.747043869702527,226068400
2015-03-06,28.30436897277832,28.923666034260794,28.22835489763584,28.706799740534585,291368400
2015-03-09,28.425100326538086,28.96838504941082,27.960067598750246,28.608430306914087,354114000
2015-03-10,27.83710289001465,28.442986128726435,27.678366103995987,28.26189236121879,275426400
2015-03-11,27.329587936401367,27.895227868715825,27.300524033989195,27.890757155163254,275756000
2015-03-12,27.823686599731445,27.924295572360155,27.193210186359096,27.345240044477947,193450800
2015-03-13,27.631412506103516,28.03608118050624,27.40560478966841,27.812507968071145,207309200
2015-03-16,27.935466766357422,27.935466766357422,27.470435871488636,27.696243543909837,143497200
2015-03-17,28.402738571166992,28.46533879213128,28.091971970145654,28.147865268253494,204092400
2015-03-18,28.722450256347656,28.87671631544111,28.25294686148329,28.39379736822414,261083600
2015-03-19,28.50558090209961,28.896833973304897,28.483223924890627,28.78504738153196,183238000
2015-03-20,28.14786720275879,28.706798516522504,27.98242350659308,28.673263899935556,274780400
2015-03-23,28.440753936767578,28.583840685385393,28.286487842961755,28.420633162303474,150838800
2015-03-24,28.324493408203125,28.62631522559773,28.295427796274037,28.445223158598004,131369200
2015-03-25,27.584463119506836,28.353555537956826,27.584463119506836,28.290955309613835,206620800
2015-03-26,27.776735305786133,27.919822024619,27.410075375560876,27.445847908133214,190291600
2015-03-27,27.555402755737305,27.879583282336927,27.479388670333233,27.850519374222753,158184800
2015-03-30,28.25295066833496,28.259657592550866,27.72308148080888,27.734260824987675,188398800
2015-03-31,27.819217681884766,28.2797779998637,27.80356762367369,28.190348364773936,168362400
2015-04-01,27.778972625732422,27.97348194147982,27.521863081209762,27.906409293090153,162485600
2015-04-02,28.0181941986084,28.071851290618618,27.765557089070754,27.953357763970626,128880400
2015-04-06,28.472049713134766,28.507822247696573,27.796859327699778,27.828159442577196,148776000
2015-04-07,28.17245864868164,28.64419651867037,28.165751725779295,28.53688234077663,140049200
2015-04-08,28.08079719543457,28.259656460761462,27.939946675356293,28.13669050263318,149316800
2015-04-09,28.29542350769043,28.299895926876307,27.87063579435184,28.13668674115466,129936000
2015-04-10,28.416154861450195,28.44074805119158,28.00478097073652,28.15904532689003,160752000
2015-04-13,28.360267639160156,28.744815624317962,28.30661053446008,28.700098243232123,145460400
2015-04-14,28.2373046875,28.458641747228956,28.1501112486453,28.393805294231854,102098400
2015-04-15,28.344614028930664,28.42286431884388,28.17246339112159,28.261893024906005,115881600
2015-04-16,28.20823860168457,28.416161807587375,28.194824751538796,28.232831797437598,113476000
2015-04-17,27.89075469970703,28.201521288960954,27.825918271669646,28.06961392917071,207828000
2015-04-20,28.527944564819336,28.644201896987713,27.984661533255597,28.074091168777347,188217200
2015-04-21,28.37368392944336,28.662091940755744,28.32002511762504,28.639736661091085,129740400
2015-04-22,28.755979537963867,28.811872829500235,28.241762279266034,28.3915558912088,150618000
2015-04-23,28.990739822387695,29.158419741982218,28.6486730593314,28.684445594261174,183083600
2015-04-24,29.12711524963379,29.20536723160107,28.892362715188135,29.174067121105395,178103600
2015-04-27,29.656986236572266,29.764303838305786,29.321626406932367,29.580972160603473,387816800
2015-04-28,29.18972396850586,30.07954457860935,28.96838862679866,30.06166172008239,475696000
2015-04-29,28.760459899902344,29.420000239900055,28.6844458211678,29.100292161510012,253544400
2015-04-30,27.980180740356445,28.760450575123784,27.852744110003457,28.760450575123784,332781600
2015-05-01,28.829763412475586,29.093581562018937,28.013722598338454,28.19258013462094,234050400
2015-05-04,28.773874282836914,29.191958546565292,28.675501514900827,28.952733550770095,203953200
2015-05-05,28.125511169433594,28.717978825446583,28.121038749919382,28.65090617855955,197085600
2015-05-06,27.948884963989258,28.337901837047827,27.57998885928444,28.29542238510803,288564000
2015-05-07,28.12175750732422,28.30585324563378,27.84336749301954,28.01174780413876,175763600
2015-05-08,28.65159034729004,28.65159034729004,28.312584222076907,28.44055317210595,222201600
2015-05-11,28.35973358154297,28.63812187431643,28.20482315202927,28.599956082737215,168143200
2015-05-12,28.258708953857422,28.485459888876736,28.02297581655047,28.198091078388448,192640000
2015-05-13,28.29013442993164,28.555052822875506,28.258703579315664,28.321565280547617,138776800
2015-05-14,28.950185775756836,28.950185775756836,28.54831963076032,28.604446397842327,180814000
2015-05-15,28.909780502319336,29.07142588991975,28.78405707323157,28.977133318103927,152832000
2015-05-18,29.228578567504883,29.34756705103558,28.8177301821096,28.822221283103115,203531600
2015-05-19,29.20163917541504,29.38348937228681,29.105099344240987,29.340832476584765,178532800
2015-05-20,29.19939613342285,29.405942277366577,29.037750729343962,29.18592625403409,145819600
2015-05-21,29.49799346923828,29.55187641697268,29.147762873232576,29.20164582096697,158921600
2015-05-22,29.756175994873047,29.852715850225557,29.50023798226734,29.54514215259347,182384000
2015-05-26,29.100614547729492,29.839244960714385,28.988360977123275,29.769648295051667,282790400
2015-05-27,29.643909454345703,29.69330127953488,29.197142616096855,29.262248153461282,183332800
2015-05-28,29.58555030822754,29.62371611052096,29.432887099053847,29.60351129031392,122933200
2015-05-29,29.24878692626953,29.511459842052865,29.16347312559047,29.462068002260434,203538000
2015-06-01,29.307159423828125,29.497991855789078,29.1971531219014,29.24878880292225,128451200
2015-06-02,29.17694091796875,29.334095185024058,29.033256527274453,29.154488840229664,134670400
2015-06-03,29.212862014770508,29.396959476439864,29.163470179966843,29.334097764090913,123934000
2015-06-04,29.042238235473633,29.316137168158033,28.94121072685873,29.09163007092206,153800400
2015-06-05,28.882835388183594,29.116324677187777,28.81772984022848,29.073667782521266,142507200
2015-06-08,28.692005157470703,29.008560958560242,28.474233018483385,28.938960887020123,210699200
2015-06-09,28.6066951751709,28.754870688024273,28.202583410108897,28.44504978400478,224301600
2015-06-10,28.93447494506836,29.03774628839276,28.70323120285528,28.718946630689842,156349200
2015-06-11,28.869361877441406,29.226327278869338,28.844665963937885,29.00182022000309,141563600
